EventType,Timestamp,DeviceID,User  ID,Details,Value
6245,ВыходПользователя,2023-10-12 09:55:33,Банкомат61,Пользователь37,Пользователь Пользователь37 вышел из системы в Банкомат61,
6246,УстановкаОбновлений,2023-10-12 09:56:43,Банкомат25,Пользователь81,Установка обновлений в Банкомат25,Успешно
6247,АварийноеВыключение,2023-10-12 10:01:01,Банкомат22,Пользователь21,Аварийное отключение устройства Банкомат22,Устройство отключено
6248,ОшибкаПриемаКупюр,2023-10-12 10:03:26,Банкомат71,Пользователь24,Ошибка приема купюр в Банкомат71,Купюра повреждена
6249,ОбновлениеПрограммногоОбеспечения,2023-10-12 10:06:05,Банкомат1,Пользователь74,Обновление ПО в Банкомат1,Успешно
6250,СостояниеПриемаКупюр,2023-10-12 10:07:49,Банкомат11,Пользователь69,Состояние устройства приема купюр в Банкомат11 проверено,Работает
6251,СбросНастроек,2023-10-12 10:09:50,Банкомат32,Пользователь39,Сброс настроек в Банкомат32,Настройки сброшены
6252,ОтказВОбслуживании,2023-10-12 10:10:46,Банкомат73,Пользователь71,Отказ в обслуживании в Банкомат73,Техническая ошибка
6253,ЗажеваннаяКупюра,2023-10-12 10:13:07,Банкомат42,Пользователь19,Купюра зажевана в Банкомат42,100
6254,СостояниеПриемаКупюр,2023-10-12 10:16:09,Банкомат36,Пользователь26,Состояние устройства приема купюр в Банкомат36 проверено,Не работает
6255,ОбработкаЗапроса,2023-10-12 10:17:23,Банкомат81,Пользователь89,Обработка запроса пользователя Пользователь89 в Банкомат81,
6256,АварийноеВыключение,2023-10-12 10:18:07,Банкомат9,Пользователь58,Аварийное отключение устройства Банкомат9,Устройство отключено
6257,СостояниеУстройстваИзменено,2023-10-12 10:21:50,Банкомат68,Пользователь98,Состояние устройства Банкомат68 изменилось,Открыто
6258,ОшибкаТехническая,2023-10-12 10:26:24,Банкомат68,Пользователь71,Техническая ошибка в Банкомат68,Ошибка связи
6259,УстановкаОбновлений,2023-10-12 10:30:12,Банкомат73,Пользователь50,Установка обновлений в Банкомат73,Не удалось
6260,ТестированиеУстройства,2023-10-12 10:34:36,Банкомат82,Пользователь59,Тестирование устройства Банкомат82 завершено,Успешно
6261,СнятиеНаличными,2023-10-12 10:37:33,Банкомат45,Пользователь50,Пользователь Пользователь50 снял 360 рублей с Банкомат45,360
6262,ЗаменаКартриджа,2023-10-12 10:37:36,Банкомат54,Пользователь80,Замена картриджа в Банкомат54,Не удалось
6263,ОшибкаСети,2023-10-12 10:38:43,Банкомат38,Пользователь33,Ошибка сети в Банкомат38,Нет соединения
6264,ОбновлениеБезопасности,2023-10-12 10:41:24,Банкомат40,Пользователь68,Обновление систем безопасности в Банкомат40,Успешно
6265,Предупреждение,2023-10-12 10:45:34,Банкомат42,Пользователь36,Предупреждение в Банкомат42,Ошибка связи
6266,ОбслуживаниеТребуется,2023-10-12 10:47:28,Банкомат63,Пользователь8,Требуется обслуживание Банкомат63,Профилактическое
6267,ОбновлениеПрограммногоОбеспечения,2023-10-12 10:50:53,Банкомат91,Пользователь3,Обновление ПО в Банкомат91,Успешно
6268,ПроверкаСостоянияКарт,2023-10-12 10:54:58,Банкомат4,Пользователь5,Проверка состояния карт в Банкомат4,Некоторые карты повреждены
6269,ОбработкаЗапроса,2023-10-12 10:58:20,Банкомат71,Пользователь64,Обработка запроса пользователя Пользователь64 в Банкомат71,
6270,ЗаменаКассеты,2023-10-12 11:02:47,Банкомат71,Пользователь42,Кассета заменена в Банкомат71,1002
6271,ТестированиеСистемы,2023-10-12 11:04:00,Банкомат11,Пользователь17,Тестирование системы в Банкомат11,Некоторые системы не работают
6272,ОжиданиеПользователя,2023-10-12 11:08:55,Банкомат36,Пользователь53,Ожидание действия от пользователя в Банкомат36,
6273,ОшибкаСинхронизацииДанных,2023-10-12 11:11:02,Банкомат50,Пользователь74,Ошибка синхронизации данных в Банкомат50,Проблема с сетью
6274,ОтказВОбслуживании,2023-10-12 11:13:48,Банкомат11,Пользователь95,Отказ в обслуживании в Банкомат11,Нет наличных
6275,СостояниеКартриджа,2023-10-12 11:13:57,Банкомат75,Пользователь67,Состояние картриджа проверено в Банкомат75,Полный
6276,СигнализацияОшибки,2023-10-12 11:18:04,Банкомат52,Пользователь60,Сигнализация ошибки в Банкомат52,Ошибка связи
6277,ВнесениеНаличных,2023-10-12 11:20:22,Банкомат46,Пользователь59,Пользователь Пользователь59 внес 111 рублей в Банкомат46,111
6278,ОшибкаВыдачиНаличности,2023-10-12 11:22:23,Банкомат39,Пользователь27,Ошибка выдачи наличности в Банкомат39,Ошибка механизма
6279,ПроверкаКассеты,2023-10-12 11:25:14,Банкомат87,Пользователь76,Проверка состояния кассеты в Банкомат87,Хорошее
6280,ВнесениеНаличных,2023-10-12 11:26:23,Банкомат89,Пользователь64,Пользователь Пользователь64 внес 995 рублей в Банкомат89,995
6281,ОшибкаСети,2023-10-12 11:28:18,Банкомат77,Пользователь10,Ошибка сети в Банкомат77,Потеря пакетов
6282,ЗажеваннаяКупюра,2023-10-12 11:30:27,Банкомат69,Пользователь96,Купюра зажевана в Банкомат69,500
6283,ОбновлениеБезопасности,2023-10-12 11:32:52,Банкомат63,Пользователь18,Обновление систем безопасности в Банкомат63,Успешно
6284,ВнесениеНаличных,2023-10-12 11:35:31,Банкомат61,Пользователь95,Пользователь Пользователь95 внес 404 рублей в Банкомат61,404
6285,ОшибкаСинхронизацииДанных,2023-10-12 11:40:02,Банкомат16,Пользователь45,Ошибка синхронизации данных в Банкомат16,Неверные данные
6286,АварийноеВыключение,2023-10-12 11:43:08,Банкомат8,Пользователь41,Аварийное отключение устройства Банкомат8,Устройство отключено
6287,ОшибкаСинхронизацииДанных,2023-10-12 11:46:51,Банкомат93,Пользователь4,Ошибка синхронизации данных в Банкомат93,Проблема с сетью
6288,ОшибкаКарт,2023-10-12 11:48:39,Банкомат67,Пользователь40,Ошибка при считывании карты в Банкомат67,Карта повреждена
6289,ЗаменаКассеты,2023-10-12 11:50:55,Банкомат56,Пользователь49,Кассета заменена в Банкомат56,1191
6290,Предупреждение,2023-10-12 11:52:59,Банкомат5,Пользователь92,Предупреждение в Банкомат5,Низкий уровень наличных
6291,ПроверкаСостоянияПечати,2023-10-12 11:53:41,Банкомат54,Пользователь77,Проверка состояния печати в Банкомат54,Принтер не работает
6292,СнятиеНаличными,2023-10-12 11:56:39,Банкомат1,Пользователь78,Пользователь Пользователь78 снял 955 рублей с Банкомат1,955
6293,СнятиеНаличными,2023-10-12 11:58:52,Банкомат32,Пользователь56,Пользователь Пользователь56 снял 437 рублей с Банкомат32,437
6294,ОбработкаЗапроса,2023-10-12 12:01:11,Банкомат76,Пользователь48,Обработка запроса пользователя Пользователь48 в Банкомат76,
6295,ОшибкаПриемаКупюр,2023-10-12 12:04:12,Банкомат26,Пользователь72,Ошибка приема купюр в Банкомат26,Купюра зажевана
6296,ПроверкаБаланс,2023-10-12 12:04:39,Банкомат26,Пользователь38,Проверка баланса пользователем Пользователь38 в Банкомат26,4124
6297,ОтказВОбслуживании,2023-10-12 12:06:46,Банкомат39,Пользователь46,Отказ в обслуживании в Банкомат39,Техническая ошибка
6298,СнятиеНаличными,2023-10-12 12:07:54,Банкомат99,Пользователь88,Пользователь Пользователь88 снял 828 рублей с Банкомат99,828
6299,СостояниеУстройстваИзменено,2023-10-12 12:08:35,Банкомат38,Пользователь70,Состояние устройства Банкомат38 изменилось,Закрыто
6300,ВходПользователя,2023-10-12 12:11:45,Банкомат93,Пользователь95,Пользователь Пользователь95 вошел в систему в Банкомат93,
6301,ОбновлениеПрограммногоОбеспечения,2023-10-12 12:12:27,Банкомат70,Пользователь98,Обновление ПО в Банкомат70,Успешно
6302,ОбработкаЗапроса,2023-10-12 12:14:27,Банкомат38,Пользователь65,Обработка запроса пользователя Пользователь65 в Банкомат38,
6303,ОбслуживаниеТребуется,2023-10-12 12:16:02,Банкомат85,Пользователь39,Требуется обслуживание Банкомат85,Профилактическое
6304,ОтказВОбслуживании,2023-10-12 12:20:50,Банкомат32,Пользователь24,Отказ в обслуживании в Банкомат32,Нет наличных
6305,ПроверкаЭнергоснабжения,2023-10-12 12:23:34,Банкомат94,Пользователь88,Проверка состояния энергоснабжения в Банкомат94,Энергоснабжение в порядке
6306,СбросНастроек,2023-10-12 12:25:25,Банкомат3,Пользователь6,Сброс настроек в Банкомат3,Настройки сброшены
6307,Предупреждение,2023-10-12 12:25:49,Банкомат56,Пользователь32,Предупреждение в Банкомат56,Низкий уровень наличных
6308,ПроверкаСостоянияСвязи,2023-10-12 12:28:27,Банкомат49,Пользователь28,Проверка состояния связи в Банкомат49,Хорошее
6309,ТестированиеУстройства,2023-10-12 12:32:25,Банкомат88,Пользователь58,Тестирование устройства Банкомат88 завершено,Не удалось
6310,УстановкаОбновлений,2023-10-12 12:35:59,Банкомат90,Пользователь36,Установка обновлений в Банкомат90,Успешно
6311,ПроверкаСостоянияСвязи,2023-10-12 12:37:33,Банкомат91,Пользователь86,Проверка состояния связи в Банкомат91,Хорошее
6312,ВходПользователя,2023-10-12 12:39:48,Банкомат34,Пользователь19,Пользователь Пользователь19 вошел в систему в Банкомат34,
6313,ПроверкаКассеты,2023-10-12 12:41:35,Банкомат1,Пользователь64,Проверка состояния кассеты в Банкомат1,Нуждается в замене
6314,СбросНастроек,2023-10-12 12:45:10,Банкомат88,Пользователь40,Сброс настроек в Банкомат88,Настройки сброшены
6315,ОбновлениеБезопасности,2023-10-12 12:45:45,Банкомат51,Пользователь62,Обновление систем безопасности в Банкомат51,Успешно
6316,АварийноеВыключение,2023-10-12 12:47:22,Банкомат58,Пользователь69,Аварийное отключение устройства Банкомат58,Устройство отключено
6317,ПроверкаЖесткогоДиска,2023-10-12 12:47:47,Банкомат97,Пользователь78,Проверка жесткого диска в Банкомат97,63
6318,ЗажеваннаяКупюра,2023-10-12 12:50:13,Банкомат89,Пользователь84,Купюра зажевана в Банкомат89,500
6319,СостояниеКартриджа,2023-10-12 12:52:22,Банкомат62,Пользователь73,Состояние картриджа проверено в Банкомат62,Пустой
6320,ОшибкаТехническая,2023-10-12 12:53:38,Банкомат13,Пользователь49,Техническая ошибка в Банкомат13,Ошибка связи
6321,СбросНастроек,2023-10-12 12:54:19,Банкомат27,Пользователь56,Сброс настроек в Банкомат27,Настройки сброшены
6322,ОшибкаСинхронизацииДанных,2023-10-12 12:59:02,Банкомат52,Пользователь62,Ошибка синхронизации данных в Банкомат52,Проблема с сетью
6323,ОшибкаПечати,2023-10-12 13:03:04,Банкомат5,Пользователь61,Ошибка печати в Банкомат5,Ошибка механизма
6324,ПроверкаОбновлений,2023-10-12 13:03:49,Банкомат95,Пользователь82,Проверка обновлений в Банкомат95,Обновления доступны
6325,ПроверкаОбновлений,2023-10-12 13:04:50,Банкомат86,Пользователь79,Проверка обновлений в Банкомат86,Обновления доступны
6326,ОшибкаВыдачиНаличности,2023-10-12 13:07:57,Банкомат98,Пользователь87,Ошибка выдачи наличности в Банкомат98,Ошибка механизма
6327,ОбновлениеБезопасности,2023-10-12 13:11:01,Банкомат4,Пользователь96,Обновление систем безопасности в Банкомат4,Не удалось
6328,ОшибкаКарт,2023-10-12 13:12:26,Банкомат79,Пользователь1,Ошибка при считывании карты в Банкомат79,Карта не распознана
6329,ТестированиеУстройства,2023-10-12 13:16:45,Банкомат84,Пользователь6,Тестирование устройства Банкомат84 завершено,Успешно
6330,ПерезагрузкаУстройства,2023-10-12 13:18:22,Банкомат64,Пользователь13,Устройство Банкомат64 перезагружено,
6331,ПроверкаСостоянияСвязи,2023-10-12 13:22:19,Банкомат97,Пользователь92,Проверка состояния связи в Банкомат97,Плохое
6332,СостояниеКартриджа,2023-10-12 13:23:49,Банкомат66,Пользователь47,Состояние картриджа проверено в Банкомат66,Пустой
6333,ОбработкаЗапроса,2023-10-12 13:27:02,Банкомат88,Пользователь38,Обработка запроса пользователя Пользователь38 в Банкомат88,
6334,ОтказВОбслуживании,2023-10-12 13:32:02,Банкомат64,Пользователь70,Отказ в обслуживании в Банкомат64,Техническая ошибка
6335,ПроверкаСостоянияКлавиатуры,2023-10-12 13:33:56,Банкомат49,Пользователь64,Проверка состояния клавиатуры в Банкомат49,Клавиатура не работает
6336,СбросНастроек,2023-10-12 13:37:36,Банкомат73,Пользователь16,Сброс настроек в Банкомат73,Настройки сброшены
6337,ОшибкаПечати,2023-10-12 13:40:38,Банкомат94,Пользователь75,Ошибка печати в Банкомат94,Нет бумаги
6338,ОтказВОбслуживании,2023-10-12 13:43:27,Банкомат95,Пользователь55,Отказ в обслуживании в Банкомат95,Техническая ошибка
6339,ЗаменаКассеты,2023-10-12 13:45:09,Банкомат53,Пользователь3,Кассета заменена в Банкомат53,1871
6340,ПроверкаКассеты,2023-10-12 13:48:14,Банкомат42,Пользователь38,Проверка состояния кассеты в Банкомат42,Нуждается в замене
6341,ПроверкаСистемныхЛогов,2023-10-12 13:49:26,Банкомат27,Пользователь15,Проверка системных логов в Банкомат27,Ошибок не найдено
6342,ПроверкаБаланс,2023-10-12 13:50:39,Банкомат100,Пользователь66,Проверка баланса пользователем Пользователь66 в Банкомат100,4630
6343,ПроблемаСоСвязью,2023-10-12 13:54:29,Банкомат60,Пользователь45,Проблема со связью в Банкомат60,Потеря соединения
6344,ОшибкаВыдачиНаличности,2023-10-12 13:54:42,Банкомат10,Пользователь69,Ошибка выдачи наличности в Банкомат10,Купюры отсутствуют
6345,АварийноеВыключение,2023-10-12 13:57:02,Банкомат5,Пользователь57,Аварийное отключение устройства Банкомат5,Устройство отключено
6346,СнятиеНаличными,2023-10-12 14:01:54,Банкомат65,Пользователь45,Пользователь Пользователь45 снял 987 рублей с Банкомат65,987
6347,ПроверкаСостоянияСвязи,2023-10-12 14:05:47,Банкомат4,Пользователь52,Проверка состояния связи в Банкомат4,Хорошее
6348,ОшибкаЖесткогоДиска,2023-10-12 14:08:17,Банкомат78,Пользователь15,Ошибка жесткого диска в Банкомат78,Нет свободного места
6349,ОбработкаЗапроса,2023-10-12 14:09:32,Банкомат27,Пользователь44,Обработка запроса пользователя Пользователь44 в Банкомат27,
6350,ПроверкаСистемныхЛогов,2023-10-12 14:13:04,Банкомат5,Пользователь7,Проверка системных логов в Банкомат5,Ошибок не найдено
6351,СостояниеКартриджа,2023-10-12 14:17:34,Банкомат52,Пользователь17,Состояние картриджа проверено в Банкомат52,Пустой
6352,ОшибкаПечати,2023-10-12 14:18:39,Банкомат64,Пользователь53,Ошибка печати в Банкомат64,Ошибка механизма
6353,ПроверкаОбновлений,2023-10-12 14:19:32,Банкомат19,Пользователь75,Проверка обновлений в Банкомат19,Обновления доступны
6354,ОшибкаПриемаКупюр,2023-10-12 14:20:30,Банкомат14,Пользователь7,Ошибка приема купюр в Банкомат14,Купюра зажевана
6355,ВыходПользователя,2023-10-12 14:20:51,Банкомат37,Пользователь49,Пользователь Пользователь49 вышел из системы в Банкомат37,
6356,АварийноеВыключение,2023-10-12 14:23:39,Банкомат77,Пользователь46,Аварийное отключение устройства Банкомат77,Устройство отключено
6357,ПроверкаЖесткогоДиска,2023-10-12 14:28:29,Банкомат53,Пользователь38,Проверка жесткого диска в Банкомат53,6
6358,ВосстановлениеСвязи,2023-10-12 14:32:56,Банкомат1,Пользователь80,Связь восстановлена в Банкомат1,
6359,ОбновлениеПрограммногоОбеспечения,2023-10-12 14:35:58,Банкомат57,Пользователь16,Обновление ПО в Банкомат57,Успешно
6360,ЗаполнениеКассеты,2023-10-12 14:40:07,Банкомат95,Пользователь90,Кассета заполнена в Банкомат95,1529
6361,ОшибкаСинхронизацииДанных,2023-10-12 14:41:22,Банкомат56,Пользователь29,Ошибка синхронизации данных в Банкомат56,Неверные данные
6362,ОжиданиеПользователя,2023-10-12 14:44:25,Банкомат83,Пользователь55,Ожидание действия от пользователя в Банкомат83,
6363,ВнесениеНаличных,2023-10-12 14:44:30,Банкомат45,Пользователь31,Пользователь Пользователь31 внес 160 рублей в Банкомат45,160
6364,ОшибкаПечати,2023-10-12 14:48:52,Банкомат55,Пользователь49,Ошибка печати в Банкомат55,Нет бумаги
6365,ОшибкаСинхронизацииДанных,2023-10-12 14:51:22,Банкомат6,Пользователь34,Ошибка синхронизации данных в Банкомат6,Проблема с сетью
6366,ОбработкаЗапроса,2023-10-12 14:51:38,Банкомат97,Пользователь82,Обработка запроса пользователя Пользователь82 в Банкомат97,
6367,ТестированиеСистемы,2023-10-12 14:53:51,Банкомат48,Пользователь37,Тестирование системы в Банкомат48,Все системы работают
6368,Предупреждение,2023-10-12 14:53:57,Банкомат79,Пользователь27,Предупреждение в Банкомат79,Ошибка связи
6369,ОбработкаЗапроса,2023-10-12 14:57:40,Банкомат17,Пользователь98,Обработка запроса пользователя Пользователь98 в Банкомат17,
6370,Предупреждение,2023-10-12 14:59:58,Банкомат92,Пользователь23,Предупреждение в Банкомат92,Низкий уровень наличных
6371,ЗаменаКассеты,2023-10-12 15:00:12,Банкомат82,Пользователь92,Кассета заменена в Банкомат82,1941
6372,ТестированиеСистемы,2023-10-12 15:04:59,Банкомат52,Пользователь48,Тестирование системы в Банкомат52,Все системы работают
6373,УстановкаОбновлений,2023-10-12 15:07:09,Банкомат30,Пользователь88,Установка обновлений в Банкомат30,Успешно
6374,СостояниеПриемаКупюр,2023-10-12 15:10:18,Банкомат54,Пользователь9,Состояние устройства приема купюр в Банкомат54 проверено,Не работает
6375,ПроверкаСостоянияПечати,2023-10-12 15:13:23,Банкомат23,Пользователь99,Проверка состояния печати в Банкомат23,Принтер не работает
6376,СостояниеПриемаКупюр,2023-10-12 15:15:11,Банкомат81,Пользователь98,Состояние устройства приема купюр в Банкомат81 проверено,Работает
6377,ПерезагрузкаУстройства,2023-10-12 15:18:47,Банкомат67,Пользователь2,Устройство Банкомат67 перезагружено,
6378,ОшибкаСети,2023-10-12 15:19:14,Банкомат80,Пользователь77,Ошибка сети в Банкомат80,Нет соединения
6379,ОшибкаОбновления,2023-10-12 15:23:15,Банкомат97,Пользователь62,Ошибка обновления в Банкомат97,Ошибка совместимости
6380,ОшибкаСинхронизацииДанных,2023-10-12 15:26:05,Банкомат1,Пользователь9,Ошибка синхронизации данных в Банкомат1,Неверные данные
6381,ОшибкаСети,2023-10-12 15:30:45,Банкомат86,Пользователь62,Ошибка сети в Банкомат86,Потеря пакетов
6382,ОшибкаЖесткогоДиска,2023-10-12 15:32:03,Банкомат23,Пользователь33,Ошибка жесткого диска в Банкомат23,Нет свободного места
6383,ПроверкаБаланс,2023-10-12 15:32:18,Банкомат93,Пользователь3,Проверка баланса пользователем Пользователь3 в Банкомат93,1430
6384,ОбработкаЗапроса,2023-10-12 15:35:19,Банкомат75,Пользователь27,Обработка запроса пользователя Пользователь27 в Банкомат75,
6385,ОшибкаСинхронизацииДанных,2023-10-12 15:37:01,Банкомат18,Пользователь71,Ошибка синхронизации данных в Банкомат18,Проблема с сетью
6386,СостояниеКартриджа,2023-10-12 15:41:25,Банкомат7,Пользователь83,Состояние картриджа проверено в Банкомат7,Пустой
6387,СостояниеПриемаКупюр,2023-10-12 15:44:40,Банкомат42,Пользователь64,Состояние устройства приема купюр в Банкомат42 проверено,Работает
6388,ПроверкаСостоянияКарт,2023-10-12 15:46:40,Банкомат9,Пользователь62,Проверка состояния карт в Банкомат9,Все карты в порядке
6389,ОжиданиеПользователя,2023-10-12 15:49:10,Банкомат44,Пользователь86,Ожидание действия от пользователя в Банкомат44,
6390,ПроверкаЭнергоснабжения,2023-10-12 15:54:00,Банкомат68,Пользователь70,Проверка состояния энергоснабжения в Банкомат68,Проблемы с энергоснабжением
6391,ЗавершениеТранзакции,2023-10-12 15:55:32,Банкомат13,Пользователь6,Транзакция завершена в Банкомат13,Успешно
6392,ОбработкаЗапроса,2023-10-12 15:57:10,Банкомат20,Пользователь13,Обработка запроса пользователя Пользователь13 в Банкомат20,
6393,ВнесениеНаличных,2023-10-12 15:59:52,Банкомат5,Пользователь19,Пользователь Пользователь19 внес 334 рублей в Банкомат5,334
6394,ТестированиеУстройства,2023-10-12 16:00:57,Банкомат34,Пользователь71,Тестирование устройства Банкомат34 завершено,Успешно
6395,ПроверкаСостоянияСвязи,2023-10-12 16:03:02,Банкомат28,Пользователь32,Проверка состояния связи в Банкомат28,Хорошее
6396,ЗаменаКассеты,2023-10-12 16:05:28,Банкомат13,Пользователь80,Кассета заменена в Банкомат13,1455
6397,ЗажеваннаяКупюра,2023-10-12 16:07:52,Банкомат28,Пользователь39,Купюра зажевана в Банкомат28,100
6398,ВосстановлениеСвязи,2023-10-12 16:11:44,Банкомат61,Пользователь54,Связь восстановлена в Банкомат61,
6399,СбросНастроек,2023-10-12 16:11:45,Банкомат2,Пользователь73,Сброс настроек в Банкомат2,Настройки сброшены
6400,ВнесениеНаличных,2023-10-12 16:14:45,Банкомат24,Пользователь37,Пользователь Пользователь37 внес 774 рублей в Банкомат24,774
6401,АварийноеВыключение,2023-10-12 16:15:23,Банкомат13,Пользователь97,Аварийное отключение устройства Банкомат13,Устройство отключено
6402,ПроверкаОбновлений,2023-10-12 16:19:24,Банкомат69,Пользователь19,Проверка обновлений в Банкомат69,Обновления отсутствуют
6403,ОбновлениеБезопасности,2023-10-12 16:24:17,Банкомат74,Пользователь4,Обновление систем безопасности в Банкомат74,Не удалось
6404,ОшибкаПечати,2023-10-12 16:26:09,Банкомат34,Пользователь39,Ошибка печати в Банкомат34,Ошибка механизма
6405,ВосстановлениеСвязи,2023-10-12 16:28:14,Банкомат10,Пользователь7,Связь восстановлена в Банкомат10,
6406,СбросНастроек,2023-10-12 16:29:39,Банкомат92,Пользователь90,Сброс настроек в Банкомат92,Настройки сброшены
6407,ПроверкаКассеты,2023-10-12 16:34:09,Банкомат5,Пользователь14,Проверка состояния кассеты в Банкомат5,Нуждается в замене
6408,ОбработкаЗапроса,2023-10-12 16:35:23,Банкомат99,Пользователь82,Обработка запроса пользователя Пользователь82 в Банкомат99,
6409,ОбновлениеПрограммногоОбеспечения,2023-10-12 16:37:28,Банкомат17,Пользователь86,Обновление ПО в Банкомат17,Не удалось
6410,СостояниеУстройстваИзменено,2023-10-12 16:42:15,Банкомат86,Пользователь41,Состояние устройства Банкомат86 изменилось,Открыто
6411,СбросНастроек,2023-10-12 16:43:45,Банкомат1,Пользователь41,Сброс настроек в Банкомат1,Настройки сброшены
6412,ЗаполнениеКассеты,2023-10-12 16:47:55,Банкомат10,Пользователь87,Кассета заполнена в Банкомат10,1426
6413,ПроверкаСостоянияКлавиатуры,2023-10-12 16:52:16,Банкомат30,Пользователь73,Проверка состояния клавиатуры в Банкомат30,Клавиатура не работает
6414,ОбновлениеБезопасности,2023-10-12 16:52:29,Банкомат58,Пользователь28,Обновление систем безопасности в Банкомат58,Успешно
6415,ПроверкаКассеты,2023-10-12 16:53:48,Банкомат16,Пользователь37,Проверка состояния кассеты в Банкомат16,Нуждается в замене
6416,ЗавершениеТранзакции,2023-10-12 16:55:16,Банкомат12,Пользователь89,Транзакция завершена в Банкомат12,Не удалось
6417,ПроверкаОбновлений,2023-10-12 16:57:20,Банкомат39,Пользователь32,Проверка обновлений в Банкомат39,Обновления доступны
6418,СостояниеУстройстваИзменено,2023-10-12 17:00:48,Банкомат58,Пользователь16,Состояние устройства Банкомат58 изменилось,Открыто
6419,ПроверкаСистемныхЛогов,2023-10-12 17:02:23,Банкомат30,Пользователь92,Проверка системных логов в Банкомат30,Ошибок не найдено
6420,ЗаменаКассеты,2023-10-12 17:03:02,Банкомат25,Пользователь29,Кассета заменена в Банкомат25,1305
6421,ОшибкаПриемаКупюр,2023-10-12 17:05:34,Банкомат54,Пользователь8,Ошибка приема купюр в Банкомат54,Купюра зажевана
6422,ПроверкаСистемныхЛогов,2023-10-12 17:10:03,Банкомат77,Пользователь73,Проверка системных логов в Банкомат77,Найдены ошибки
6423,ЗаполнениеКассеты,2023-10-12 17:11:23,Банкомат64,Пользователь45,Кассета заполнена в Банкомат64,1843
6424,ПроверкаСостоянияКарт,2023-10-12 17:11:25,Банкомат80,Пользователь46,Проверка состояния карт в Банкомат80,Все карты в порядке
6425,ПерезагрузкаУстройства,2023-10-12 17:14:20,Банкомат81,Пользователь70,Устройство Банкомат81 перезагружено,
6426,СнятиеНаличными,2023-10-12 17:18:42,Банкомат69,Пользователь73,Пользователь Пользователь73 снял 587 рублей с Банкомат69,587
6427,СостояниеПриемаКупюр,2023-10-12 17:19:16,Банкомат38,Пользователь31,Состояние устройства приема купюр в Банкомат38 проверено,Не работает
6428,ПроверкаБаланс,2023-10-12 17:22:00,Банкомат61,Пользователь79,Проверка баланса пользователем Пользователь79 в Банкомат61,4373
6429,ПроверкаСостоянияКлавиатуры,2023-10-12 17:22:15,Банкомат22,Пользователь24,Проверка состояния клавиатуры в Банкомат22,Клавиатура работает
6430,ПроблемаСоСвязью,2023-10-12 17:26:22,Банкомат90,Пользователь92,Проблема со связью в Банкомат90,Потеря соединения
6431,ПроверкаЭнергоснабжения,2023-10-12 17:29:56,Банкомат66,Пользователь65,Проверка состояния энергоснабжения в Банкомат66,Проблемы с энергоснабжением
6432,ОшибкаВыдачиНаличности,2023-10-12 17:33:22,Банкомат60,Пользователь19,Ошибка выдачи наличности в Банкомат60,Ошибка механизма
6433,АварийноеВыключение,2023-10-12 17:33:29,Банкомат45,Пользователь37,Аварийное отключение устройства Банкомат45,Устройство отключено
6434,ОжиданиеПользователя,2023-10-12 17:37:08,Банкомат92,Пользователь12,Ожидание действия от пользователя в Банкомат92,
6435,ПроверкаСостоянияПечати,2023-10-12 17:40:59,Банкомат64,Пользователь84,Проверка состояния печати в Банкомат64,Принтер работает
6436,ПроверкаСостоянияКлавиатуры,2023-10-12 17:45:04,Банкомат99,Пользователь78,Проверка состояния клавиатуры в Банкомат99,Клавиатура не работает
6437,АварийноеВыключение,2023-10-12 17:45:31,Банкомат17,Пользователь81,Аварийное отключение устройства Банкомат17,Устройство отключено
6438,АварийноеВыключение,2023-10-12 17:45:34,Банкомат14,Пользователь6,Аварийное отключение устройства Банкомат14,Устройство отключено
6439,ОшибкаЖесткогоДиска,2023-10-12 17:46:45,Банкомат76,Пользователь70,Ошибка жесткого диска в Банкомат76,Нет свободного места
6440,ВходПользователя,2023-10-12 17:50:36,Банкомат46,Пользователь37,Пользователь Пользователь37 вошел в систему в Банкомат46,
6441,ОшибкаСети,2023-10-12 17:50:58,Банкомат95,Пользователь93,Ошибка сети в Банкомат95,Нет соединения
6442,ОшибкаСинхронизацииДанных,2023-10-12 17:51:48,Банкомат31,Пользователь83,Ошибка синхронизации данных в Банкомат31,Проблема с сетью
6443,ПроверкаКассеты,2023-10-12 17:55:19,Банкомат72,Пользователь41,Проверка состояния кассеты в Банкомат72,Нуждается в замене
6444,ОжиданиеПользователя,2023-10-12 17:56:18,Банкомат33,Пользователь91,Ожидание действия от пользователя в Банкомат33,
6445,ЗавершениеТранзакции,2023-10-12 17:59:13,Банкомат49,Пользователь7,Транзакция завершена в Банкомат49,Не удалось
6446,ОшибкаОбновления,2023-10-12 17:59:49,Банкомат96,Пользователь43,Ошибка обновления в Банкомат96,Ошибка совместимости
6447,ЗаменаКартриджа,2023-10-12 18:00:07,Банкомат55,Пользователь48,Замена картриджа в Банкомат55,Успешно
6448,ПроблемаСоСвязью,2023-10-12 18:01:27,Банкомат37,Пользователь92,Проблема со связью в Банкомат37,Слабый сигнал
6449,ПроверкаЭнергоснабжения,2023-10-12 18:03:28,Банкомат63,Пользователь29,Проверка состояния энергоснабжения в Банкомат63,Энергоснабжение в порядке
6450,ПроверкаСистемныхЛогов,2023-10-12 18:06:08,Банкомат38,Пользователь57,Проверка системных логов в Банкомат38,Ошибок не найдено
